"ts_code";"ann_date";"ann_type";"title";"pub_time";"src_url"
"002440.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-27/1206115052.PDF"
"002440.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-04-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-27/1207605188.PDF"
"002441.SZ";"2011";"年度报告";"2011年年度报告摘要";"2012-03-13 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-03-13/60660193.PDF"
"002441.SZ";"2013";"年度报告";"2013年年度报告";"2014-03-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-03-21/63702334.PDF"
"002441.SZ";"2014";"年度报告";"2014年年度报告摘要";"2015-03-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-03-27/1200749049.PDF"
"002441.SZ";"2015";"年度报告";"2015年年度报告（更新后）";"2016-04-12 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-04-12/1202161739.PDF"
"002441.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-04-13 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-13/1203290335.PDF"
"002441.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-20 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-20/1204663338.PDF"
"002441.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-20 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-20/1206057882.PDF"
"002441.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-15 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-15/1207497621.PDF"
"002442.SZ";"2010";"年度报告";"2010年年度报告";"2011-03-28 06:30:00";"http://static.cninfo.com.cn/finalpage/2011-03-28/59177743.PDF"
"002442.SZ";"2011";"年度报告";"2011年年度报告";"2012-03-06 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-03-06/60629113.PDF"
"002442.SZ";"2012";"年度报告";"2012年年度报告";"2013-03-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2013-03-25/62254392.PDF"
"002442.SZ";"2013";"年度报告";"2013年年度报告摘要";"2014-03-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-03-25/63717342.PDF"
"002442.SZ";"2014";"年度报告";"2014年年度报告摘要";"2015-03-17 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-03-17/1200705503.PDF"
"002442.SZ";"2015";"年度报告";"2015年年度报告摘要";"2016-04-08 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-04-08/1202149840.PDF"
"002442.SZ";"2016";"年度报告";"2016年年度报告";"2017-04-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-27/1203405074.PDF"
"002442.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-04-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-24/1204704753.PDF"
"002442.SZ";"2018";"年度报告";"2018年年度报告";"2019-02-15 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-02-15/1205834691.PDF"
"002442.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-10 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-10/1207472001.PDF"
"002443.SZ";"2010";"年度报告";"2010年年度报告";"2011-04-20 06:30:00";"http://static.cninfo.com.cn/finalpage/2011-04-20/59297382.PDF"
"002443.SZ";"2011";"年度报告";"2011年年度报告";"2012-04-20 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-04-20/60862720.PDF"
"002443.SZ";"2012";"年度报告";"2012年年度报告";"2013-03-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2013-03-26/62270368.PDF"
"002443.SZ";"2013";"年度报告";"2013年年度报告";"2014-04-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-04-26/63932526.PDF"
"002443.SZ";"2014";"年度报告";"2014年年度报告摘要";"2015-04-18 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-04-18/1200863986.PDF"
"002443.SZ";"2015";"年度报告";"2015年年度报告";"2016-04-09 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-04-09/1202156474.PDF"
"002443.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-21/1204680509.PDF"
"002443.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-25/1206090232.PDF"
"002443.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-25/1207604295.PDF"
"002444.SZ";"2010";"年度报告";"2010年年度报告摘要";"2011-03-29 06:30:00";"http://static.cninfo.com.cn/finalpage/2011-03-29/59190325.PDF"
"002444.SZ";"2013";"年度报告";"2013年年度报告";"2014-04-11 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-04-11/63821050.PDF"
"002444.SZ";"2014";"年度报告";"2014年年度报告";"2015-04-17 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-04-17/1200848885.PDF"
"002444.SZ";"2015";"年度报告";"2015年年度报告摘要";"2016-04-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-04-26/1202243412.PDF"
"002444.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-04-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-27/1203407886.PDF"
"002444.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-04-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-26/1204793123.PDF"
"002444.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-29/1206114836.PDF"
"002444.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-24/1207583228.PDF"
"002445.SZ";"2010";"年度报告";"2010年年度报告摘要";"2011-03-30 06:30:00";"http://static.cninfo.com.cn/finalpage/2011-03-30/59199204.PDF"
"002445.SZ";"2011";"年度报告";"2011年年度报告摘要";"2012-02-29 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-02-29/60600768.PDF"
"002445.SZ";"2012";"年度报告";"2012年年度报告";"2013-03-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2013-03-30/62302297.PDF"
"002445.SZ";"2013";"年度报告";"2013年年度报告（更新后）";"2014-06-04 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-06-04/64098609.PDF"
"002445.SZ";"2014";"年度报告";"2014年年度报告摘要";"2015-04-18 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-04-18/1200865173.PDF"
"002445.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-04-18 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-18/1203314907.PDF"
"002445.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-30/1206163946.PDF"
"002446.SZ";"2010";"年度报告";"2010年年度报告";"2011-04-15 06:30:00";"http://static.cninfo.com.cn/finalpage/2011-04-15/59270645.PDF"
"002446.SZ";"2011";"年度报告";"2011年年度报告";"2012-04-12 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-04-12/60817502.PDF"
"002446.SZ";"2012";"年度报告";"2012年年度报告";"2013-04-22 00:00:00";"http://static.cninfo.com.cn/finalpage/2013-04-22/62392299.PDF"
"002446.SZ";"2013";"年度报告";"2013年年度报告";"2014-04-22 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-04-22/63885286.PDF"
"002446.SZ";"2014";"年度报告";"2014年年度报告摘要";"2015-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-04-28/1200921521.PDF"
"002446.SZ";"2016";"年度报告";"2016年年度报告";"2017-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-28/1203411755.PDF"
"002446.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-28/1204827098.PDF"
"002446.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-27/1206124249.PDF"
"002446.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-04-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-30/1207686794.PDF"
"002447.SZ";"2010";"年度报告";"2010年年度报告";"2011-04-20 06:30:00";"http://static.cninfo.com.cn/finalpage/2011-04-20/59297517.PDF"
"002447.SZ";"2011";"年度报告";"2011年年度报告";"2012-04-26 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-04-26/60910805.PDF"
"002447.SZ";"2012";"年度报告";"2012年年度报告摘要";"2013-04-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2013-04-26/62430453.PDF"
"002447.SZ";"2015";"年度报告";"2015年年度报告摘要";"2016-04-15 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-04-15/1202178463.PDF"
"002447.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-29/1206124407.PDF"
"002447.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-30/1207687254.PDF"
"002448.SZ";"2010";"年度报告";"2010年年度报告摘要";"2011-04-20 06:30:00";"http://static.cninfo.com.cn/finalpage/2011-04-20/59297263.PDF"
"002448.SZ";"2011";"年度报告";"2011年年度报告摘要";"2012-04-16 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-04-16/60830128.PDF"
"002448.SZ";"2013";"年度报告";"2013年年度报告摘要";"2014-03-07 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-03-07/63645327.PDF"
"002448.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-25/1204734628.PDF"
"002449.SZ";"2010";"年度报告";"2010年年度报告";"2011-03-08 06:31:00";"http://static.cninfo.com.cn/finalpage/2011-03-08/59091346.PDF"
"002449.SZ";"2013";"年度报告";"2013年年度报告";"2014-03-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-03-21/63704090.PDF"
